pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
Purine metabolism,EHMN,23,MPO;NUP50;NUP107;PAPD7;POLA1;NUP37;POLD1;POLE;NUP210;ENTPD5;NUP88;NUP133;RFC5;NUP62;NUP214;NUP188;TAF9;POLQ;GFM1;ATP2A2;NT5C;TUFM;NUP205,222 (223),9.44e-06,0.000204,1,HMDB00538,85 (94),0.473,0.942,5.94e-05,0.000699
Sialic acid metabolism,Reactome,0,,33 (33),1,1,4,HMDB00095;HMDB00538;HMDB01176;HMDB00082,17 (27),4.53e-06,0.000461,6.03e-05,0.000705
mRNA Processing,Wikipathways,17,DHX15;SNRNP40;SREK1;CSTF2;SMC1A;SNRPD1;NONO;SNRPE;SF3A3;NCBP1;SRSF4;SF3A1;HNRNPAB;SF3B3;EFTUD2;PTBP1;CPSF2,127 (127),4.81e-06,0.000113,0,,2 (2),1,1,6.37e-05,0.000742
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,Reactome,7,ANAPC1;FZR1;CDC16;ANAPC15;UBE2C;CDC23;CDC20,20 (20),4.91e-06,0.000114,0,,2 (2),1,1,6.49e-05,0.000753
TCF dependent signaling in response to WNT,Reactome,19,HIST1H3C;HIST1H2BH;HIST1H3I;SMARCA4;H2AFX;H2AFZ;HIST1H3F;HIST1H4F;HIST1H2BB;BCL9L;HIST1H2AC;HIST1H2AB;HIST1H4D;LRP5;HIST1H2BG;HIST1H2BF;PPP2R5D;HDAC1;HIST1H2AK,188 (190),7.84e-05,0.00143,1,HMDB00538,9 (11),0.0645,0.198,6.67e-05,0.00077
RNA Polymerase II Transcription,Wikipathways,0,,0 (0),1,1,3,HMDB00285;HMDB00538;HMDB00082,8 (8),1.82e-05,0.000873,1.82e-05,0.000873
sumoylation by ranbp2 regulates transcriptional repression,BioCarta,6,RAN;NUP62;NUP214;NUP210;HDAC1;HDAC6,14 (14),6.1e-06,0.000138,0,,1 (1),1,1,7.94e-05,0.000912
Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta),Reactome,5,POLD1;EXO1;LIG1;MLH1;RPA1,14 (15),0.000107,0.00191,1,HMDB00538,8 (9),0.0575,0.186,8.03e-05,0.000919
Golgi-to-ER retrograde transport,Reactome,14,KIF20A;KIF15;COPZ1;CENPE;RACGAP1;KIF18B;KIF20B;KIF11;KIFC1;KIF22;KIF2C;GALNT1;KIF16B;ZW10,116 (116),0.000104,0.00188,1,HMDB00538,9 (10),0.0645,0.198,8.69e-05,0.00099
G2 Phase,Reactome,3,CDK2;CCNA2;E2F1,5 (5),0.000489,0.00819,1,HMDB00538,2 (2),0.0147,0.119,9.21e-05,0.00105
cycling of ran in nucleocytoplasmic transport,BioCarta,5,NUP210;RANGAP1;NUP62;NUP214;RAN,9 (9),7.9e-06,0.000175,0,,2 (2),1,1,0.000101,0.00114
DNA Double Strand Break Response,Reactome,11,KPNA2;BARD1;H2AFX;HIST1H4D;HIST1H4F;HIST1H2BB;HIST1H2BG;RNF168;HIST1H2BF;HIST1H2BH;BABAM1,77 (78),0.000126,0.00222,1,HMDB00538,9 (9),0.0645,0.198,0.000103,0.00116
Viral carcinogenesis - Homo sapiens (human),KEGG,20,CDK2;HDAC1;CDK4;PSMC1;HIST1H4D;HIST1H4F;DDB1;CDK1;RBL1;CDK6;HIST1H2BB;ACTN4;HIST1H2BG;HIST1H2BF;HDAC2;HIST1H2BH;CCNA2;MAD1L1;HDAC6;CDC20,201 (201),6.37e-05,0.00118,0,,0 (0),1,1,6.37e-05,0.00118
rb tumor suppressor/checkpoint signaling in response to dna damage,BioCarta,5,CDK2;CDK4;E2F1;WEE1;CDK1,13 (13),7.12e-05,0.00131,0,,0 (0),1,1,7.12e-05,0.00131
Sumoylation by RanBP2 regulates transcriptional repression,PID,6,RAN;RANGAP1;NUP62;NUP214;NUP210;HDAC1,15 (15),9.85e-06,0.000209,0,,1 (1),1,1,0.000123,0.00137
estrogen responsive protein efp controls cell cycle and breast tumors growth,BioCarta,6,CDK4;CCNB2;CDK1;CDK2;CCNB1;CDK6,15 (15),9.85e-06,0.000209,0,,1 (1),1,1,0.000123,0.00137
Methionine and cysteine metabolism,EHMN,11,NUP107;NUP50;NUP133;NUP37;NUP62;NUP214;NUP188;NUP210;DNMT1;NUP205;NUP88,78 (78),0.000142,0.00249,2,HMDB00099;HMDB00538,62 (80),0.0746,0.213,0.000132,0.00146
TGF_beta_Receptor,NetPath,18,TGFB1;CDC25A;STRAP;ANAPC1;CDK6;FZR1;CCNB2;RBL1;CDC16;E2F4;HDAC1;NUP214;CDK1;CDC23;CDK2;CDK4;EIF3I;KPNB1,173 (174),8.26e-05,0.0015,0,,0 (0),1,1,8.26e-05,0.0015
phosphatidylcholine biosynthesis pathway,BioCarta,0,,3 (3),1,1,3,HMDB00095;HMDB00538;HMDB00082,7 (8),1.14e-05,0.000581,0.000141,0.00156
HIV Life Cycle,Wikipathways,0,,0 (0),1,1,3,HMDB00285;HMDB00538;HMDB00082,10 (11),3.86e-05,0.0017,3.86e-05,0.0017
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,Reactome,5,E2F8;CDK2;CCNA2;E2F1;E2F7,14 (14),0.000107,0.00191,0,,0 (0),1,1,0.000107,0.00191
Mitotic Telophase/Cytokinesis,Reactome,5,KIF20A;SMC1A;PLK1;NUDC;PDS5B,14 (14),0.000107,0.00191,0,,0 (0),1,1,0.000107,0.00191
Loss of Nlp from mitotic centrosomes,Reactome,9,CKAP5;PLK1;CDK5RAP2;PLK4;NEK2;CEP152;CDK1;PCNT;ODF2,69 (69),0.00101,0.0159,1,HMDB00538,2 (2),0.0147,0.119,0.00018,0.00197
Loss of proteins required for interphase microtubule organization from the centrosome,Reactome,9,CKAP5;PLK1;CDK5RAP2;PLK4;NEK2;CEP152;CDK1;PCNT;ODF2,69 (69),0.00101,0.0159,1,HMDB00538,2 (2),0.0147,0.119,0.00018,0.00197
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,Reactome,4,CCNB1;WEE1;CDC25C;CDK1,13 (13),0.00105,0.0165,1,HMDB00538,2 (2),0.0147,0.119,0.000186,0.00203
Autodegradation of Cdh1 by Cdh1:APC/C,Reactome,6,ANAPC1;FZR1;CDC16;ANAPC15;UBE2C;CDC23,22 (22),0.000117,0.00208,0,,0 (0),1,1,0.000117,0.00208
Cyclin E associated events during G1/S transition ,Reactome,6,CDC25A;WEE1;CKS1B;CDK2;CCNA2;CDK4,29 (29),0.000599,0.00982,1,HMDB00538,4 (4),0.0292,0.138,0.000209,0.00227
Ciliary landscape,Wikipathways,20,NUP88;NUP133;SMC4;NUDC;PSMD7;WEE1;MCM2;MCM3;MCM5;MCM6;LRPPRC;EXOSC9;PSMD13;HDAC1;HDAC2;IQGAP3;MCM10;GLA;DCAF7;EFTUD2,213 (213),0.000142,0.00249,0,,0 (0),1,1,0.000142,0.00249
Pyrimidine nucleotides nucleosides metabolism,INOH,5,NT5C;UCK2;UMPS;ENTPD5;DUT,51 (51),0.0408,0.389,4,HMDB00095;HMDB00285;HMDB00538;HMDB00082,54 (56),0.000509,0.0151,0.000245,0.00264
APC/C:Cdc20 mediated degradation of Securin,Reactome,6,ANAPC1;CDC16;ANAPC15;UBE2C;CDC23;CDC20,23 (23),0.000154,0.00268,0,,0 (0),1,1,0.000154,0.00268
Histone Modifications,Wikipathways,10,HIST1H3C;HIST1H3I;EHMT2;HIST1H4D;HIST1H4F;SETD1A;HIST1H3F;SET;SUV39H1;DOT1L,66 (66),0.000154,0.00268,0,,0 (0),1,1,0.000154,0.00268
Proteasome Degradation,Wikipathways,11,PSMC1;H2AFX;H2AFZ;PSMD1;PSMD2;PSMD3;HIST1H2AB;PSMD7;PSME3;PSMD13;PSMD5,64 (64),2.17e-05,0.000429,0,,1 (1),1,1,0.000255,0.00274
miRNA Regulation of DNA Damage Response,Wikipathways,13,RAD51;FANCD2;CDC25C;H2AFX;CDC25A;CCNB1;CCNB2;E2F1;SMC1A;CDK1;CDK2;CDK4;CDK6,89 (89),2.45e-05,0.000482,0,,1 (2),1,1,0.000284,0.00304
Transcriptional Regulation by E2F6,Reactome,6,RAD51;EHMT2;RBBP4;CBX5;E2F1;CDC7,35 (35),0.00169,0.0255,1,HMDB00538,2 (2),0.0147,0.119,0.000288,0.00308
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,Reactome,10,BARD1;H2AFX;HIST1H4D;HIST1H4F;HIST1H2BB;HIST1H2BG;RNF168;HIST1H2BF;HIST1H2BH;BABAM1,76 (77),0.000501,0.00836,1,HMDB00538,7 (7),0.0505,0.173,0.000293,0.00311
Ub-specific processing proteases,Reactome,22,HIST1H2AG;HIST1H2AK;HIST1H2AC;HIST1H2AB;HIST1H2BG;HIST1H2BF;HIST1H2BH;USP24;PSMC1;HIST2H2AB;HIST1H2BB;PSMD1;PSMD2;PSMD3;PSMD5;PSMD7;PSME3;PSMD13;CDC20;CDC25A;HIST1H2AH;CCNA2,220 (220),2.56e-05,0.000503,0,,1 (1),1,1,0.000297,0.00314
Metabolism of nucleotides,Reactome,9,TAF9;UCK2;UMPS;NT5C;ATIC;PNP;ENTPD5;DUT;IMPDH2,105 (105),0.0166,0.186,5,HMDB00095;HMDB00285;HMDB00538;HMDB03337;HMDB00082,125 (152),0.00157,0.0381,0.000301,0.00317
TNFalpha,NetPath,21,PSMD2;FANCD2;PSMC1;SMARCA4;SMARCB1;SMARCC1;KPNA2;PSMD1;RPL4;PSMD3;MCM5;LRPPRC;PSMD7;GTF2I;DCAF7;PSMD13;HDAC1;HDAC2;HDAC6;HSP90AB1;PRC1,234 (234),0.000184,0.00319,0,,0 (1),1,1,0.000184,0.00319
phosphatidylethanolamine biosynthesis II,HumanCyc,0,,7 (7),1,1,3,HMDB00095;HMDB00538;HMDB00082,9 (12),2.72e-05,0.00127,0.000313,0.00328
Nucleobase catabolism,Reactome,3,NT5C;PNP;ENTPD5,37 (37),0.159,0.997,5,HMDB00095;HMDB00285;HMDB00538;HMDB03337;HMDB00082,79 (100),0.000185,0.00644,0.000337,0.00352
Pre-NOTCH Expression and Processing,Reactome,1,E2F1,42 (42),0.798,1,3,HMDB00095;HMDB00538;HMDB01176,10 (10),3.86e-05,0.0017,0.000351,0.00365
Golgi Cisternae Pericentriolar Stack Reorganization,Reactome,4,CCNB1;PLK1;CCNB2;CDK1,14 (14),0.00142,0.022,1,HMDB00538,3 (3),0.0219,0.134,0.000355,0.00368
chromatin remodeling by hswi/snf atp-dependent complexes,BioCarta,5,GTF2F1;GTF3A;SMARCA4;SMARCB1;SMARCC1,16 (16),0.00022,0.00379,0,,0 (0),1,1,0.00022,0.00379
Signaling events mediated by HDAC Class I,PID,10,RBBP4;NCOR2;RAN;RANGAP1;NUP62;SMG5;NUP210;HDAC1;HDAC2;NUP214,56 (56),3.64e-05,0.00069,0,,1 (1),1,1,0.000408,0.00421
UTP and CTP <i>de novo</i> biosynthesis,HumanCyc,0,,13 (13),1,1,3,HMDB00285;HMDB00538;HMDB00082,10 (11),3.86e-05,0.0017,0.000431,0.00441
phosphatidylcholine biosynthesis,HumanCyc,0,,7 (7),1,1,3,HMDB00095;HMDB00538;HMDB00082,10 (12),3.86e-05,0.0017,0.000431,0.00441
Centrosome maturation,Reactome,9,CKAP5;PLK1;CDK5RAP2;PLK4;NEK2;CEP152;CDK1;PCNT;ODF2,80 (80),0.00288,0.0415,1,HMDB00538,2 (2),0.0147,0.119,0.000468,0.00478
Metalloprotease DUBs,Reactome,8,BARD1;HIST1H2AG;HIST1H2AK;HIST2H2AB;HIST1H2AC;HIST1H2AB;HIST1H2AH;BABAM1,36 (36),4.28e-05,0.000805,0,,1 (1),1,1,0.000473,0.00481
Apoptotic execution phase,Reactome,7,HIST1H1E;HMGB1;HMGB2;STK26;KPNA1;KPNB1;HIST1H1D,52 (52),0.00302,0.0432,1,HMDB00538,2 (3),0.0147,0.119,0.000489,0.00494
Glycerophospholipid metabolism,EHMN,12,NUP107;SLC38A1;NUP50;NUP133;NUP37;NUP205;NUP62;NUP214;NUP188;NUP210;GLA;NUP88,136 (136),0.00491,0.0672,3,HMDB00095;HMDB00538;HMDB00082,61 (96),0.00917,0.119,0.000495,0.00499
O-linked glycosylation,Wikipathways,0,,0 (0),1,1,3,HMDB00095;HMDB00538;HMDB01176,15 (18),0.000143,0.00514,0.000143,0.00514
Activation of E2F1 target genes at G1/S,Reactome,5,CDC25A;CDT1;E2F1;POLA1;CDK1,17 (17),0.000303,0.00516,0,,0 (0),1,1,0.000303,0.00516
G1/S-Specific Transcription,Reactome,5,CDC25A;CDT1;E2F1;POLA1;CDK1,17 (17),0.000303,0.00516,0,,0 (0),1,1,0.000303,0.00516
tRNA processing in the mitochondrion,Wikipathways,0,,0 (0),1,1,2,HMDB00538;HMDB00082,3 (3),0.000153,0.00539,0.000153,0.00539
Aminosugars metabolism,INOH,0,,20 (20),1,1,4,HMDB00285;HMDB00538;HMDB01176;HMDB00082,30 (32),4.92e-05,0.00212,0.000537,0.00539
Regulation of mRNA stability by proteins that bind AU-rich elements,Reactome,6,EXOSC9;SET;NUP214;KHSRP;EXOSC6;EIF4G1,37 (37),0.00228,0.0335,1,HMDB00538,3 (3),0.0219,0.134,0.000545,0.00545
Termination of O-glycan biosynthesis,Reactome,0,,26 (26),1,1,2,HMDB00095;HMDB01176,2 (2),5.11e-05,0.00218,0.000556,0.00553
Pre-NOTCH Expression and Processing,Wikipathways,0,,5 (5),1,1,3,HMDB00095;HMDB00538;HMDB01176,11 (12),5.29e-05,0.00221,0.000573,0.00569
Nucleobase catabolism,Wikipathways,0,,0 (0),1,1,5,HMDB00095;HMDB03337;HMDB00538;HMDB00285;HMDB00082,77 (100),0.000164,0.00574,0.000164,0.00574
Processive synthesis on the lagging strand,Reactome,4,POLD1;LIG1;RPA1;POLA1,15 (15),0.00189,0.0282,1,HMDB00095,4 (4),0.0292,0.138,0.000594,0.00587
SCF(Skp2)-mediated degradation of p27/p21,Reactome,4,CDK2;CCNA2;CDK4;CKS1B,18 (18),0.00387,0.0539,1,HMDB00538,2 (2),0.0147,0.119,0.000612,0.00602
Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes,Reactome,2,CCNA2;CDK1,3 (3),0.00407,0.0561,1,HMDB00538,2 (2),0.0147,0.119,0.000641,0.00628
Pyrimidine metabolism - Homo sapiens (human),KEGG,9,UCK2;UMPS;POLA1;POLD1;NT5C;POLE;PNP;ENTPD5;DUT,101 (101),0.0131,0.153,3,HMDB00095;HMDB00285;HMDB00082,48 (66),0.00468,0.09,0.000656,0.00641
Necroptosis - Homo sapiens (human),KEGG,15,IFNGR1;SLC25A5;H2AFX;PPIA;H2AFZ;HIST1H2AG;HMGB1;AIFM1;HIST2H2AB;HIST1H2AC;PGAM5;HIST1H2AH;HIST1H2AB;HIST1H2AK;HSP90AB1,162 (162),0.00109,0.017,1,HMDB00538,8 (10),0.0575,0.186,0.000667,0.00648
Sialuria or French Type Sialuria,SMPDB,0,,17 (17),1,1,4,HMDB00285;HMDB00538;HMDB01176;HMDB00082,32 (32),6.39e-05,0.0025,0.000681,0.00648
Tay-Sachs Disease,SMPDB,0,,17 (17),1,1,4,HMDB00285;HMDB00538;HMDB01176;HMDB00082,32 (32),6.39e-05,0.0025,0.000681,0.00648
Amino Sugar Metabolism,SMPDB,0,,17 (17),1,1,4,HMDB00285;HMDB00538;HMDB01176;HMDB00082,32 (32),6.39e-05,0.0025,0.000681,0.00648
G(M2)-Gangliosidosis: Variant B_ Tay-sachs disease,SMPDB,0,,17 (17),1,1,4,HMDB00285;HMDB00538;HMDB01176;HMDB00082,32 (32),6.39e-05,0.0025,0.000681,0.00648
Salla Disease/Infantile Sialic Acid Storage Disease,SMPDB,0,,17 (17),1,1,4,HMDB00285;HMDB00538;HMDB01176;HMDB00082,32 (32),6.39e-05,0.0025,0.000681,0.00648
Sialuria or French Type Sialuria,SMPDB,0,,17 (17),1,1,4,HMDB00285;HMDB00538;HMDB01176;HMDB00082,32 (32),6.39e-05,0.0025,0.000681,0.00648
Signaling events mediated by HDAC Class II,PID,8,TUBA1B;NCOR2;RAN;RANGAP1;NUP62;NUP214;NUP210;HDAC6,38 (38),6.47e-05,0.00119,0,,1 (1),1,1,0.000689,0.00653
Pyrimidine metabolism,Wikipathways,7,UCK2;UMPS;POLA1;POLD1;NT5C;POLE;DUT,84 (84),0.0372,0.356,3,HMDB00095;HMDB00285;HMDB00082,35 (40),0.00188,0.0443,0.000739,0.00697
CMP-<i>N</i>-acetylneuraminate biosynthesis I (eukaryotes),HumanCyc,0,,4 (4),1,1,3,HMDB00538;HMDB01176;HMDB00082,12 (15),7.02e-05,0.0027,0.000741,0.00697
Formation of tubulin folding intermediates by CCT/TriC,Reactome,5,TUBA1B;CCT2;CCT6A;TCP1;TUBA1C,26 (26),0.00244,0.0355,1,HMDB00538,4 (4),0.0292,0.138,0.00075,0.00702
Leukotriene metabolism,EHMN,12,NUP107;NUP50;ECI2;NUP133;NUP37;ACAA2;NUP62;NUP214;NUP188;NUP210;NUP205;NUP88,103 (105),0.000446,0.00751,1,HMDB00538,24 (27),0.163,0.38,0.000767,0.00716
MASTL Facilitates Mitotic Progression,Reactome,3,MASTL;CCNB1;CDK1,10 (10),0.0051,0.0686,1,HMDB00538,2 (2),0.0147,0.119,0.000786,0.00731
Cleavage of Growing Transcript in the Termination Region ,Reactome,7,CPSF2;CSTF2;FIP1L1;SNRPE;NCBP1;DDX39B;SRSF4,67 (67),0.0122,0.144,1,HMDB00538,1 (1),0.00737,0.119,0.000926,0.00855
RNA Polymerase II Transcription Termination,Reactome,7,CPSF2;CSTF2;FIP1L1;SNRPE;NCBP1;DDX39B;SRSF4,67 (67),0.0122,0.144,1,HMDB00538,1 (1),0.00737,0.119,0.000926,0.00855
ATM Signaling Pathway,Wikipathways,5,CCNB1;CDC25A;CDC25C;RAD51;CDK1,19 (19),0.000534,0.00886,0,,0 (0),1,1,0.000534,0.00886
Cellular senescence - Homo sapiens (human),KEGG,17,TGFB1;FOXM1;CDK4;HIPK2;CDC25A;RBBP4;CCNB2;CDK6;RBL1;E2F1;E2F4;CDK2;CDK1;SLC25A5;CCNA2;CCNB1;PPP1CC,160 (160),9.98e-05,0.0018,0,,4 (5),1,1,0.00102,0.00937
Signaling by WNT,Reactome,22,HIST1H3F;HIST1H2AK;AP2S1;BCL9L;HIST1H2AC;HIST1H2AB;HIST1H2BG;HIST1H2BF;PPP2R5D;HIST1H2BH;HIST1H3C;AP2A2;HIST1H3I;HIST1H4D;HIST1H4F;SMARCA4;H2AFX;H2AFZ;LRP5;HIST1H2BB;CTBP1;HDAC1,276 (278),0.000682,0.0111,1,HMDB00538,22 (25),0.151,0.358,0.00105,0.00959
the information processing pathway at the ifn beta enhancer,BioCarta,6,SMARCA4;SMARCB1;SMARCC1;HMGB1;GTF2F1;GTF3A,29 (29),0.000599,0.00982,0,,0 (1),1,1,0.000599,0.00982
Folding of actin by CCT/TriC,Reactome,3,CCT2;CCT6A;TCP1,10 (10),0.0051,0.0686,1,HMDB00538,3 (3),0.0219,0.134,0.00113,0.0103
RNA polymerase II transcribes snRNA genes,Reactome,8,TAF9;INTS2;INTS7;SRRT;NCBP1;GTF2F1;INTS5;INTS1,77 (77),0.00784,0.101,1,HMDB00538,2 (3),0.0147,0.119,0.00116,0.0105
O-linked glycosylation,Reactome,3,GALNT6;B4GALT6;GALNT1,116 (116),0.813,1,3,HMDB00095;HMDB00538;HMDB01176,15 (18),0.000143,0.00514,0.00117,0.0106
DNA Damage Bypass,Reactome,7,RFC5;RPA1;USP1;DDB1;POLD1;POLE;REV1,49 (49),0.00213,0.0316,1,HMDB00538,8 (10),0.0575,0.186,0.00123,0.0111
p73 transcription factor network,PID,10,RAD51;BUB3;PLK1;BUB1;GRAMD4;CDK1;CDK2;CCNA2;CCNB1;CDK6,79 (79),0.000684,0.0111,0,,0 (0),1,1,0.000684,0.0111
Assembly of the pre-replicative complex,Reactome,5,MCM3;MCM2;CDT1;MCM5;MCM6,20 (20),0.000691,0.0112,0,,0 (0),1,1,0.000691,0.0112
One carbon metabolism and related pathways,Wikipathways,0,,52 (52),1,1,4,HMDB03337;HMDB00099;HMDB00267;HMDB00043,38 (42),0.000128,0.00474,0.00127,0.0115
Intra-Golgi and retrograde Golgi-to-ER traffic,Reactome,16,KIF20A;KIF15;COPZ1;CENPE;RACGAP1;M6PR;GALNT1;KIF20B;VPS52;KIF11;KIFC1;KIF22;KIF2C;KIF18B;KIF16B;ZW10,186 (186),0.00164,0.0249,1,HMDB00538,11 (12),0.0783,0.213,0.00128,0.0115
Cap-dependent Translation Initiation,Reactome,12,RPL13A;RPSA;RPL4;EIF4G1;RPS5;RPL9;EIF3B;EIF3C;EIF3D;EIF3I;RPL36A;RPLP0,131 (133),0.00363,0.051,1,HMDB00538,5 (6),0.0363,0.149,0.00131,0.0116
Eukaryotic Translation Initiation,Reactome,12,RPL13A;RPSA;RPL4;EIF4G1;RPS5;RPL9;EIF3B;EIF3C;EIF3D;EIF3I;RPL36A;RPLP0,131 (133),0.00363,0.051,1,HMDB00538,5 (6),0.0363,0.149,0.00131,0.0116
Host Interactions with Influenza Factors,Reactome,4,TGFB1;KPNA1;KPNB1;KPNA2,12 (12),0.000747,0.012,0,,0 (0),1,1,0.000747,0.012
Unwinding of DNA,Reactome,4,MCM2;MCM3;MCM5;MCM6,12 (12),0.000747,0.012,0,,0 (0),1,1,0.000747,0.012
cysteine biosynthesis,HumanCyc,0,,9 (9),1,1,3,HMDB00538;HMDB00099;HMDB00043,15 (16),0.000143,0.00514,0.00141,0.0125
Asparagine N-linked glycosylation,Wikipathways,0,,0 (0),1,1,4,HMDB00538;HMDB00285;HMDB01265;HMDB00082,51 (101),0.000407,0.0127,0.000407,0.0127
mRNA 3_-end processing,Reactome,6,CSTF2;FIP1L1;NCBP1;SRSF4;DDX39B;CPSF2,58 (58),0.0206,0.218,1,HMDB00538,1 (1),0.00737,0.119,0.00149,0.0131
tRNA processing in the mitochondrion,Reactome,0,,1 (1),1,1,2,HMDB00538;HMDB00082,3 (5),0.000153,0.00539,0.00149,0.0132
mucin core 1 and core 2 <i>O</i>-glycosylation,HumanCyc,2,GALNT6;GALNT1,30 (30),0.309,1,2,HMDB00095;HMDB01176,5 (8),0.000504,0.0151,0.00152,0.0134
Sulfur amino acid metabolism,Wikipathways,0,,0 (0),1,1,4,HMDB00538;HMDB03337;HMDB00099;HMDB00043,52 (67),0.000439,0.0136,0.000439,0.0136
Cyclin D associated events in G1,Reactome,6,CKS1B;E2F1;RBL1;E2F4;CDK4;CDK6,44 (44),0.00555,0.0739,1,HMDB00538,4 (4),0.0292,0.138,0.00157,0.0137
G1 Phase,Reactome,6,CKS1B;E2F1;RBL1;E2F4;CDK4;CDK6,44 (44),0.00555,0.0739,1,HMDB00538,4 (4),0.0292,0.138,0.00157,0.0137
Hereditary leiomyomatosis and renal cell carcinoma pathway,Wikipathways,3,ACACA;LDHA;EGLN1,20 (20),0.0368,0.352,2,HMDB00094;HMDB00538,14 (21),0.00441,0.0857,0.00158,0.0137
TP53 Regulates Transcription of Cell Cycle Genes,Wikipathways,3,CDC25C;E2F1;E2F7,13 (13),0.0112,0.137,1,HMDB00538,2 (2),0.0147,0.119,0.00159,0.0138
Recognition of DNA damage by PCNA-containing replication complex,Reactome,6,RFC5;RPA1;USP1;DDB1;POLD1;POLE,31 (31),0.000871,0.0139,0,,0 (0),1,1,0.000871,0.0139
Tumor suppressor activity of SMARCB1,Wikipathways,6,SMARCA4;SMARCB1;SMARCC1;RBBP4;CDK4;CDK6,31 (31),0.000871,0.0139,0,,0 (0),1,1,0.000871,0.0139
Arachidonic acid metabolism,EHMN,10,NUP133;NUP50;NUP107;NUP37;NUP62;NUP214;NUP188;NUP210;NUP205;NUP88,99 (101),0.00382,0.0534,2,HMDB03337;HMDB00538,46 (53),0.0437,0.162,0.00162,0.014
pyrimidine ribonucleosides salvage I,HumanCyc,1,UCK2,4 (4),0.141,0.943,2,HMDB00095;HMDB00538,8 (9),0.00139,0.034,0.00188,0.0161
Global Genome Nucleotide Excision Repair (GG-NER),Reactome,9,RFC5;RPA1;DDB1;POLD1;POLE;SUMO3;CHD1L;LIG1;RAD23B,84 (84),0.00401,0.0555,1,HMDB00538,7 (8),0.0505,0.173,0.00193,0.0163
Polymerase switching,Reactome,3,POLD1;RFC5;POLA1,14 (14),0.0138,0.159,1,HMDB00538,2 (2),0.0147,0.119,0.00193,0.0163
Leading Strand Synthesis,Reactome,3,POLD1;RFC5;POLA1,14 (14),0.0138,0.159,1,HMDB00538,2 (2),0.0147,0.119,0.00193,0.0163
Polymerase switching on the C-strand of the telomere,Reactome,3,POLD1;RFC5;POLA1,14 (14),0.0138,0.159,1,HMDB00538,2 (3),0.0147,0.119,0.00193,0.0163
TP53 Regulates Transcription of DNA Repair Genes,Wikipathways,3,FANCD2;MLH1;FANCI,14 (14),0.0138,0.159,1,HMDB00538,2 (2),0.0147,0.119,0.00193,0.0163
superpathway of pyrimidine ribonucleotides <i>de novo</i> biosynthesis,HumanCyc,1,UMPS,15 (15),0.435,1,3,HMDB00285;HMDB00538;HMDB00082,22 (23),0.000469,0.0143,0.00194,0.0163
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,Reactome,5,TUBA1B;CCT2;CCT6A;TCP1;TUBA1C,33 (33),0.0071,0.0915,1,HMDB00538,4 (4),0.0292,0.138,0.00196,0.0165
Interleukin-7 signaling,Reactome,4,HIST1H3F;HIST1H3C;HIST1H3I;SMARCA4,26 (26),0.0149,0.169,1,HMDB00538,2 (2),0.0147,0.119,0.00207,0.0173
Fanconi Anemia Pathway,Reactome,5,FANCD2;EME1;RPA1;USP1;FANCI,40 (41),0.0159,0.179,1,HMDB00538,2 (2),0.0147,0.119,0.00219,0.0183
TGF-beta super family signaling pathway canonical,INOH,12,TGFB1;PSMC1;SMARCA4;PSMD1;PSMD2;PSMD3;PSMD5;PSMD7;PSMD13;HDAC1;HDAC2;HDAC6,115 (115),0.0012,0.0188,0,,0 (0),1,1,0.0012,0.0188
Glycerophospholipid Biosynthetic Pathway,Wikipathways,0,,0 (0),1,1,3,HMDB00095;HMDB00538;HMDB00082,25 (49),0.000691,0.0196,0.000691,0.0196
Proteasome - Homo sapiens (human),KEGG,7,PSMC1;PSMD1;PSMD2;PSMD3;PSMD7;PSME3;PSMD13,45 (45),0.00128,0.0199,0,,0 (0),1,1,0.00128,0.0199
Nonsense-Mediated Decay (NMD),Reactome,10,RPL13A;RPSA;RPL4;NCBP1;RPL36A;RPS5;RPL9;UPF1;EIF4G1;RPLP0,117 (118),0.0121,0.144,1,HMDB00538,3 (4),0.0219,0.134,0.00245,0.0203
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),Reactome,10,RPL13A;RPSA;RPL4;NCBP1;RPL36A;RPS5;RPL9;UPF1;EIF4G1;RPLP0,117 (118),0.0121,0.144,1,HMDB00538,3 (4),0.0219,0.134,0.00245,0.0203
basic mechanisms of sumoylation,BioCarta,2,SUMO3;UBA2,6 (6),0.0189,0.205,1,HMDB00538,2 (2),0.0147,0.119,0.00255,0.021
PTK6 Regulates Cell Cycle,Reactome,2,CDK2;CDK4,6 (6),0.0189,0.205,1,HMDB00538,2 (2),0.0147,0.119,0.00255,0.021
